,CPU,memory,storage,GPU,DPDK
2023-05-05 12:25:13.083297+03:00,626.0,3500.0,22688.0,21,92.0
2023-05-05 13:25:13.083297+03:00,632.0,3524.0,22880.0,27,92.0
2023-05-05 14:25:13.083297+03:00,1117.0,6460.0,41056.0,41,158.0
2023-05-05 15:25:13.083297+03:00,1587.0,9336.0,58752.0,50,222.0
2023-05-05 16:25:13.083297+03:00,1912.0,11632.0,71808.0,51,267.0
2023-05-05 17:25:13.083297+03:00,2066.0,12248.0,76736.0,55,286.0
2023-05-05 18:25:13.083297+03:00,2452.0,14488.0,90944.0,60,340.0
2023-05-05 19:25:13.083297+03:00,2852.0,17408.0,107264.0,65,388.0
2023-05-05 20:25:13.083297+03:00,3192.0,20004.0,121440.0,70,420.0
2023-05-05 21:25:13.083297+03:00,3149.0,18512.0,116544.0,76,429.0
2023-05-05 22:25:13.083297+03:00,3581.0,22124.0,135392.0,79,475.0
2023-05-05 23:25:13.083297+03:00,3783.0,24216.0,145280.0,82,483.0
2023-05-06 00:25:13.083297+03:00,3977.0,25928.0,153984.0,90,489.0
2023-05-06 01:25:13.083297+03:00,3806.0,24224.0,145792.0,86,481.0
2023-05-06 02:25:13.083297+03:00,3516.0,21432.0,132160.0,79,467.0
2023-05-06 03:25:13.083297+03:00,3228.0,20016.0,122240.0,75,427.0
2023-05-06 04:25:13.083297+03:00,2936.0,17720.0,109888.0,78,384.0
2023-05-06 05:25:13.083297+03:00,2618.0,15956.0,98400.0,71,354.0
2023-05-06 06:25:13.083297+03:00,2613.0,15684.0,97568.0,72,360.0
2023-05-06 07:25:13.083297+03:00,2114.0,11840.0,76672.0,66,305.0
2023-05-06 08:25:13.083297+03:00,1669.0,9208.0,60160.0,58,241.0
2023-05-06 09:25:13.083297+03:00,1074.0,6240.0,39552.0,34,156.0
2023-05-06 10:25:13.083297+03:00,602.0,3344.0,21760.0,25,77.0
2023-05-06 11:25:13.083297+03:00,586.0,3172.0,20960.0,20,93.0
2023-05-06 12:25:13.083297+03:00,571.0,2980.0,20128.0,19,84.0
2023-05-06 13:25:13.083297+03:00,651.0,3852.0,24160.0,24,92.0
2023-05-06 14:25:13.083297+03:00,1194.0,6648.0,43200.0,45,174.0
2023-05-06 15:25:13.083297+03:00,1736.0,9932.0,63520.0,58,245.0
2023-05-06 16:25:13.083297+03:00,2155.0,13516.0,82016.0,67,283.0
2023-05-06 17:25:13.083297+03:00,2149.0,12520.0,79232.0,67,301.0
2023-05-06 18:25:13.083297+03:00,2647.0,16264.0,99840.0,72,356.0
2023-05-06 19:25:13.083297+03:00,2920.0,17476.0,108896.0,76,395.0
2023-05-06 20:25:13.083297+03:00,3339.0,20328.0,125440.0,82,451.0
2023-05-06 21:25:13.083297+03:00,3474.0,21564.0,131616.0,86,455.0
2023-05-06 22:25:13.083297+03:00,3641.0,22532.0,137760.0,85,483.0
2023-05-06 23:25:13.083297+03:00,3893.0,25136.0,150080.0,94,484.0
2023-05-07 00:25:13.083297+03:00,3908.0,24536.0,148800.0,98,494.0
2023-05-07 01:25:13.083297+03:00,3837.0,24132.0,146208.0,93,490.0
2023-05-07 02:25:13.083297+03:00,3615.0,22428.0,136928.0,89,472.0
2023-05-07 03:25:13.083297+03:00,3392.0,19940.0,125536.0,86,464.0
2023-05-07 04:25:13.083297+03:00,3059.0,18212.0,113824.0,76,431.0
2023-05-07 05:25:13.083297+03:00,2710.0,15820.0,100000.0,78,378.0
2023-05-07 06:25:13.083297+03:00,2604.0,15924.0,98016.0,77,357.0
2023-05-07 07:25:13.083297+03:00,2316.0,14148.0,87136.0,79,304.0
2023-05-07 08:25:13.083297+03:00,1663.0,9136.0,59840.0,63,242.0
2023-05-07 09:25:13.083297+03:00,1220.0,6908.0,44448.0,45,178.0
2023-05-07 10:25:13.083297+03:00,677.0,3440.0,23616.0,29,102.0
2023-05-07 11:25:13.083297+03:00,604.0,3412.0,21984.0,24,85.0
2023-05-07 12:25:13.083297+03:00,569.0,3320.0,20992.0,21,79.0
2023-05-07 13:25:13.083297+03:00,560.0,3236.0,20576.0,21,80.0
2023-05-07 14:25:13.083297+03:00,1202.0,7184.0,44800.0,50,164.0
2023-05-07 15:25:13.083297+03:00,1672.0,10012.0,62368.0,56,231.0
2023-05-07 16:25:13.083297+03:00,2102.0,12836.0,79072.0,61,280.0
2023-05-07 17:25:13.083297+03:00,2071.0,12088.0,76416.0,62,292.0
2023-05-07 18:25:13.083297+03:00,2471.0,14864.0,92352.0,67,337.0
2023-05-07 19:25:13.083297+03:00,2982.0,18108.0,111904.0,72,402.0
2023-05-07 20:25:13.083297+03:00,3358.0,20500.0,126304.0,77,451.0
2023-05-07 21:25:13.083297+03:00,3253.0,19684.0,121888.0,77,439.0
2023-05-07 22:25:13.083297+03:00,3621.0,22452.0,137120.0,82,477.0
2023-05-07 23:25:13.083297+03:00,3786.0,23928.0,144576.0,87,484.0
2023-05-08 00:25:13.083297+03:00,3973.0,25852.0,153696.0,92,490.0
2023-05-08 01:25:13.083297+03:00,3789.0,23436.0,143328.0,90,488.0
2023-05-08 02:25:13.083297+03:00,3635.0,22508.0,137568.0,84,477.0
2023-05-08 03:25:13.083297+03:00,3399.0,20496.0,127168.0,80,461.0
2023-05-08 04:25:13.083297+03:00,2927.0,17684.0,109600.0,79,397.0
2023-05-08 05:25:13.083297+03:00,2678.0,15236.0,97760.0,85,367.0
2023-05-08 06:25:13.083297+03:00,2588.0,15332.0,96096.0,81,350.0
2023-05-08 07:25:13.083297+03:00,2220.0,13320.0,82880.0,70,296.0
2023-05-08 08:25:13.083297+03:00,1824.0,10548.0,67040.0,61,255.0
2023-05-08 09:25:13.083297+03:00,1070.0,5816.0,38336.0,39,156.0
2023-05-08 10:25:13.083297+03:00,617.0,3464.0,22400.0,21,91.0
2023-05-08 11:25:13.083297+03:00,613.0,3184.0,21568.0,25,91.0
2023-05-08 12:25:13.083297+03:00,580.0,3580.0,21920.0,21,77.0
2023-05-08 13:25:13.083297+03:00,572.0,3068.0,20384.0,20,84.0
2023-05-08 14:25:13.083297+03:00,1167.0,6660.0,42656.0,48,167.0
2023-05-08 15:25:13.083297+03:00,1666.0,9472.0,60800.0,55,235.0
2023-05-08 16:25:13.083297+03:00,2133.0,12516.0,78880.0,64,293.0
2023-05-08 17:25:13.083297+03:00,2060.0,12020.0,76000.0,65,283.0
2023-05-08 18:25:13.083297+03:00,2411.0,14624.0,90432.0,68,327.0
2023-05-08 19:25:13.083297+03:00,2870.0,16760.0,105920.0,72,396.0
2023-05-08 20:25:13.083297+03:00,3358.0,21028.0,127712.0,76,447.0
2023-05-08 21:25:13.083297+03:00,3335.0,20312.0,125312.0,75,452.0
2023-05-08 22:25:13.083297+03:00,3714.0,22824.0,140096.0,90,485.0
2023-05-08 23:25:13.083297+03:00,3737.0,22832.0,140608.0,86,491.0
2023-05-09 00:25:13.083297+03:00,4039.0,26164.0,155936.0,92,501.0
2023-05-09 01:25:13.083297+03:00,3873.0,24156.0,147040.0,89,497.0
2023-05-09 02:25:13.083297+03:00,3651.0,22176.0,137024.0,85,484.0
2023-05-09 03:25:13.083297+03:00,3393.0,20544.0,127168.0,80,459.0
2023-05-09 04:25:13.083297+03:00,2949.0,17592.0,109824.0,77,402.0
2023-05-09 05:25:13.083297+03:00,2686.0,16276.0,100704.0,74,363.0
2023-05-09 06:25:13.083297+03:00,2514.0,14904.0,93376.0,73,340.0
2023-05-09 07:25:13.083297+03:00,2262.0,13032.0,83008.0,78,310.0
2023-05-09 08:25:13.083297+03:00,1852.0,10216.0,66752.0,63,273.0
2023-05-09 09:25:13.083297+03:00,1168.0,6688.0,42752.0,43,172.0
2023-05-09 10:25:13.083297+03:00,607.0,3664.0,22720.0,27,84.0
2023-05-09 11:25:13.083297+03:00,589.0,3352.0,21504.0,20,82.0
2023-05-09 12:25:13.083297+03:00,608.0,3416.0,22080.0,19,87.0
2023-05-09 13:25:13.083297+03:00,556.0,2956.0,19744.0,20,83.0
2023-05-09 14:25:13.083297+03:00,1070.0,5744.0,38144.0,39,162.0
2023-05-09 15:25:13.083297+03:00,1608.0,10320.0,61824.0,48,218.0
2023-05-09 16:25:13.083297+03:00,2087.0,12512.0,77888.0,59,282.0
2023-05-09 17:25:13.083297+03:00,2206.0,14020.0,84448.0,57,294.0
2023-05-09 18:25:13.083297+03:00,2399.0,14396.0,89568.0,62,325.0
2023-05-09 19:25:13.083297+03:00,2744.0,16952.0,103744.0,63,371.0
2023-05-09 20:25:13.083297+03:00,3336.0,20316.0,125344.0,72,450.0
2023-05-09 21:25:13.083297+03:00,3231.0,19896.0,121984.0,72,432.0
2023-05-09 22:25:13.083297+03:00,3548.0,22160.0,134784.0,77,463.0
2023-05-09 23:25:13.083297+03:00,3724.0,23464.0,142016.0,84,472.0
2023-05-10 00:25:13.083297+03:00,3825.0,24468.0,146848.0,85,480.0
2023-05-10 01:25:13.083297+03:00,3833.0,25100.0,148704.0,83,474.0
2023-05-10 02:25:13.083297+03:00,3538.0,22120.0,134464.0,79,464.0
2023-05-10 03:25:13.083297+03:00,3312.0,19716.0,123232.0,74,453.0
2023-05-10 04:25:13.083297+03:00,3011.0,19040.0,115008.0,68,403.0
2023-05-10 05:25:13.083297+03:00,2396.0,13664.0,87552.0,72,332.0
2023-05-10 06:25:13.083297+03:00,2673.0,15276.0,97760.0,72,381.0
2023-05-10 07:25:13.083297+03:00,2225.0,12752.0,81472.0,74,310.0
2023-05-10 08:25:13.083297+03:00,1704.0,9540.0,61792.0,65,247.0
2023-05-10 09:25:13.083297+03:00,1267.0,7060.0,45856.0,46,177.0
2023-05-10 10:25:13.083297+03:00,531.0,3024.0,19392.0,21,75.0
2023-05-10 11:25:13.083297+03:00,565.0,3064.0,20224.0,19,85.0
2023-05-10 12:25:13.083297+03:00,609.0,3636.0,22688.0,18,83.0
2023-05-10 13:25:13.083297+03:00,642.0,4164.0,24800.0,24,87.0
2023-05-10 14:25:13.083297+03:00,1131.0,6516.0,41504.0,38,166.0
2023-05-10 15:25:13.083297+03:00,1549.0,9184.0,57536.0,55,215.0
2023-05-10 16:25:13.083297+03:00,1986.0,11628.0,73376.0,61,279.0
2023-05-10 17:25:13.083297+03:00,2048.0,12152.0,76096.0,63,284.0
2023-05-10 18:25:13.083297+03:00,2310.0,14196.0,87136.0,62,317.0
2023-05-10 19:25:13.083297+03:00,2842.0,17344.0,106880.0,73,385.0
2023-05-10 20:25:13.083297+03:00,3195.0,19356.0,119776.0,79,435.0
2023-05-10 21:25:13.083297+03:00,3341.0,19832.0,124160.0,82,459.0
2023-05-10 22:25:13.083297+03:00,3570.0,21900.0,134560.0,86,478.0
2023-05-10 23:25:13.083297+03:00,3820.0,24364.0,146464.0,91,487.0
2023-05-11 00:25:13.083297+03:00,3980.0,25928.0,154048.0,95,493.0
2023-05-11 01:25:13.083297+03:00,3839.0,24752.0,147904.0,91,486.0
2023-05-11 02:25:13.083297+03:00,3500.0,21632.0,132352.0,82,471.0
2023-05-11 03:25:13.083297+03:00,3362.0,20588.0,126624.0,81,449.0
2023-05-11 04:25:13.083297+03:00,2964.0,17832.0,110784.0,78,404.0
2023-05-11 05:25:13.083297+03:00,2608.0,15412.0,96736.0,74,364.0
2023-05-11 06:25:13.083297+03:00,2518.0,15028.0,93792.0,74,345.0
2023-05-11 07:25:13.083297+03:00,2261.0,13820.0,85088.0,70,309.0
2023-05-11 08:25:13.083297+03:00,1732.0,9916.0,63392.0,63,244.0
2023-05-11 09:25:13.083297+03:00,1144.0,6568.0,41920.0,37,164.0
2023-05-11 10:25:13.083297+03:00,635.0,3536.0,22976.0,30,87.0
2023-05-11 11:25:13.083297+03:00,517.0,3064.0,19200.0,17,72.0
2023-05-11 12:25:13.083297+03:00,648.0,3420.0,22944.0,28,89.0
2023-05-11 13:25:13.083297+03:00,732.0,3984.0,26240.0,23,119.0
2023-05-11 14:25:13.083297+03:00,1011.0,5652.0,36640.0,34,141.0
2023-05-11 15:25:13.083297+03:00,1578.0,8664.0,56768.0,56,224.0
2023-05-11 16:25:13.083297+03:00,2088.0,12672.0,78336.0,56,291.0
2023-05-11 17:25:13.083297+03:00,2174.0,12680.0,80192.0,64,299.0
2023-05-11 18:25:13.083297+03:00,2541.0,15144.0,94592.0,75,336.0
2023-05-11 19:25:13.083297+03:00,2838.0,16392.0,104256.0,70,402.0
2023-05-11 20:25:13.083297+03:00,3272.0,20048.0,123264.0,79,435.0
2023-05-11 21:25:13.083297+03:00,3289.0,20128.0,123840.0,75,444.0
2023-05-11 22:25:13.083297+03:00,3524.0,21860.0,133472.0,80,468.0
2023-05-11 23:25:13.083297+03:00,3746.0,23084.0,141472.0,85,488.0
2023-05-12 00:25:13.083297+03:00,3965.0,25124.0,151584.0,96,491.0
2023-05-12 01:25:13.083297+03:00,3778.0,24076.0,144800.0,85,483.0
2023-05-12 02:25:13.083297+03:00,3585.0,22320.0,136000.0,80,474.0
2023-05-12 03:25:13.083297+03:00,3239.0,19928.0,122240.0,73,439.0
2023-05-12 04:25:13.083297+03:00,3040.0,18460.0,114080.0,73,424.0
2023-05-12 05:25:13.083297+03:00,2588.0,15452.0,96416.0,72,360.0
2023-05-12 06:25:13.083297+03:00,2585.0,15320.0,96000.0,70,375.0
2023-05-12 07:25:13.083297+03:00,2345.0,13364.0,85664.0,79,323.0
2023-05-12 08:25:13.083297+03:00,1644.0,9300.0,59872.0,60,232.0
2023-05-12 09:25:13.083297+03:00,1285.0,7132.0,46432.0,48,180.0
2023-05-12 10:25:13.083297+03:00,544.0,3172.0,20064.0,19,78.0
2023-05-12 11:25:13.083297+03:00,630.0,3864.0,23744.0,18,88.0
2023-05-12 12:25:13.083297+03:00,613.0,3448.0,22272.0,25,86.0
2023-05-12 13:25:13.083297+03:00,750.0,4896.0,29056.0,28,89.0
2023-05-12 14:25:13.083297+03:00,1280.0,7196.0,46496.0,45,189.0
2023-05-12 15:25:13.083297+03:00,1584.0,9324.0,58656.0,50,219.0
2023-05-12 16:25:13.083297+03:00,2054.0,12200.0,76352.0,57,283.0
2023-05-12 17:25:13.083297+03:00,2015.0,12056.0,75136.0,58,277.0
2023-05-12 18:25:13.083297+03:00,2506.0,14872.0,93120.0,64,348.0
2023-05-12 19:25:13.083297+03:00,3003.0,18228.0,112672.0,69,406.0
2023-05-12 20:25:13.083297+03:00,3288.0,20124.0,123808.0,76,445.0
2023-05-12 21:25:13.083297+03:00,3336.0,20616.0,126144.0,74,444.0
2023-05-12 22:25:13.083297+03:00,3557.0,22076.0,134752.0,79,468.0
2023-05-12 23:25:13.083297+03:00,3781.0,24088.0,144896.0,86,481.0
2023-05-13 00:25:13.083297+03:00,4022.0,26012.0,155168.0,95,490.0
2023-05-13 01:25:13.083297+03:00,3803.0,24176.0,145600.0,84,486.0
2023-05-13 02:25:13.083297+03:00,3594.0,23136.0,138368.0,79,467.0
2023-05-13 03:25:13.083297+03:00,3273.0,20184.0,123648.0,70,448.0
2023-05-13 04:25:13.083297+03:00,2959.0,17812.0,110624.0,74,402.0
2023-05-13 05:25:13.083297+03:00,2535.0,15120.0,94400.0,73,346.0
2023-05-13 06:25:13.083297+03:00,2485.0,14656.0,92096.0,77,337.0
2023-05-13 07:25:13.083297+03:00,2219.0,13268.0,82720.0,74,297.0
2023-05-13 08:25:13.083297+03:00,1659.0,9624.0,61056.0,61,230.0
2023-05-13 09:25:13.083297+03:00,1097.0,5732.0,38688.0,42,159.0
2023-05-13 10:25:13.083297+03:00,789.0,4320.0,28352.0,26,123.0
2023-05-13 11:25:13.083297+03:00,729.0,4512.0,27584.0,27,96.0
2023-05-13 12:25:13.083297+03:00,640.0,3448.0,22848.0,27,96.0
2023-05-13 13:25:13.083297+03:00,644.0,4100.0,24672.0,22,84.0
2023-05-13 14:25:13.083297+03:00,1305.0,7944.0,49024.0,46,187.0
2023-05-13 15:25:13.083297+03:00,1652.0,9320.0,60096.0,58,235.0
2023-05-13 16:25:13.083297+03:00,2132.0,12512.0,78848.0,63,295.0
2023-05-13 17:25:13.083297+03:00,2057.0,12212.0,76448.0,62,282.0
2023-05-13 18:25:13.083297+03:00,2525.0,14480.0,92480.0,75,344.0
2023-05-13 19:25:13.083297+03:00,2987.0,17924.0,111520.0,74,411.0
2023-05-13 20:25:13.083297+03:00,3254.0,20012.0,122784.0,79,435.0
2023-05-13 21:25:13.083297+03:00,3268.0,20044.0,123168.0,78,440.0
2023-05-13 22:25:13.083297+03:00,3606.0,22392.0,136640.0,85,476.0
2023-05-13 23:25:13.083297+03:00,3751.0,23500.0,142688.0,87,491.0
2023-05-14 00:25:13.083297+03:00,3998.0,25952.0,154496.0,95,497.0
2023-05-14 01:25:13.083297+03:00,3887.0,24536.0,148352.0,91,496.0
2023-05-14 02:25:13.083297+03:00,3578.0,21488.0,133632.0,86,483.0
2023-05-14 03:25:13.083297+03:00,3414.0,20592.0,127744.0,86,459.0
2023-05-14 04:25:13.083297+03:00,2900.0,17636.0,108896.0,75,398.0
2023-05-14 05:25:13.083297+03:00,2576.0,15284.0,95712.0,72,363.0
2023-05-14 06:25:13.083297+03:00,2679.0,15696.0,99008.0,78,373.0
2023-05-14 07:25:13.083297+03:00,2224.0,12580.0,80992.0,67,318.0
2023-05-14 08:25:13.083297+03:00,1795.0,11008.0,67648.0,62,244.0
2023-05-14 09:25:13.083297+03:00,1149.0,6588.0,42080.0,42,166.0
2023-05-14 10:25:13.083297+03:00,886.0,5332.0,33120.0,34,125.0
2023-05-14 11:25:13.083297+03:00,617.0,3464.0,22400.0,23,89.0
2023-05-14 12:25:13.083297+03:00,727.0,4408.0,27264.0,37,105.0
2023-05-14 13:25:13.083297+03:00,625.0,3172.0,21792.0,21,90.0
2023-05-14 14:25:13.083297+03:00,1272.0,7080.0,46016.0,42,183.0
2023-05-14 15:25:13.083297+03:00,1626.0,9612.0,60320.0,58,230.0
2023-05-14 16:25:13.083297+03:00,2040.0,11244.0,73504.0,61,293.0
2023-05-14 17:25:13.083297+03:00,2150.0,12284.0,78624.0,63,304.0
2023-05-14 18:25:13.083297+03:00,2573.0,15440.0,96064.0,69,349.0
2023-05-14 19:25:13.083297+03:00,2803.0,17320.0,105984.0,74,364.0
2023-05-14 20:25:13.083297+03:00,3335.0,20096.0,124736.0,79,451.0
2023-05-14 21:25:13.083297+03:00,3341.0,20336.0,125504.0,81,449.0
2023-05-14 22:25:13.083297+03:00,3662.0,22904.0,139200.0,86,473.0
2023-05-14 23:25:13.083297+03:00,3845.0,24572.0,147552.0,91,481.0
2023-05-15 00:25:13.083297+03:00,3970.0,25840.0,153600.0,96,487.0
2023-05-15 01:25:13.083297+03:00,4003.0,26608.0,156352.0,95,483.0
2023-05-15 02:25:13.083297+03:00,3625.0,22204.0,136544.0,86,476.0
2023-05-15 03:25:13.083297+03:00,3445.0,21016.0,129536.0,86,454.0
2023-05-15 04:25:13.083297+03:00,2957.0,17804.0,110560.0,75,400.0
2023-05-15 05:25:13.083297+03:00,2635.0,15580.0,97760.0,74,366.0
2023-05-15 06:25:13.083297+03:00,2733.0,16704.0,102848.0,85,346.0
2023-05-15 07:25:13.083297+03:00,2138.0,13040.0,80384.0,67,286.0
2023-05-15 08:25:13.083297+03:00,1572.0,9276.0,58272.0,54,216.0
2023-05-15 09:25:13.083297+03:00,1198.0,6784.0,43648.0,45,170.0
2023-05-15 10:25:13.083297+03:00,652.0,3604.0,23520.0,25,100.0
